Количество уникальных ОКПД2 кодов: 3630
Топ 10 самых часто встречающихся ОКПД2 кодов:
ОКПД2 код: 14.12.30.132, Количество строк: 62481
ОКПД2 код: 23.51.11.000, Количество строк: 2
ОКПД2 код: 20.14.33.111, Количество строк: 2
ОКПД2 код: 27.51.24.170, Количество строк: 2
ОКПД2 код: 24.42.22.112, Количество строк: 2
ОКПД2 код: 14.13.12.140, Количество строк: 2
ОКПД2 код: 11.07.11.151, Количество строк: 2
ОКПД2 код: 28.14.11.160, Количество строк: 2
ОКПД2 код: 28.93.17.114, Количество строк: 2
ОКПД2 код: 26.51.85.110, Количество строк: 2
ОКПД2 код: 13.20.13.140, Количество строк: 2
ОКПД2 код: 26.20.16.120, Количество строк: 2
ОКПД2 код: 28.12.14, Количество строк: 2
ОКПД2 код: 25.73.50.130, Количество строк: 2
ОКПД2 код: 10.12.20.190, Количество строк: 2
ОКПД2 код: 25.11.22.190, Количество строк: 2
ОКПД2 код: 13.96.14.110, Количество строк: 2
ОКПД2 код: 17.12.43.113, Количество строк: 2
ОКПД2 код: 32.40.39.138, Количество строк: 2
ОКПД2 код: 24.42.22.110, Количество строк: 2
ОКПД2 код: 30.20.31.120, Количество строк: 2
ОКПД2 код: 25.73.40.160, Количество строк: 2
ОКПД2 код: 10.72.12.114, Количество строк: 2
ОКПД2 код: 27.33.11.140, Количество строк: 2
ОКПД2 код: 31.09.14.110, Количество строк: 2
ОКПД2 код: 25.99.24.120, Количество строк: 2
ОКПД2 код: 28.12.11.110, Количество строк: 2
ОКПД2 код: 38.32.35.200, Количество строк: 2
ОКПД2 код: 10.11.36.110, Количество строк: 2
ОКПД2 код: 23.13.11.120, Количество строк: 2
ОКПД2 код: 11.01.10.113, Количество строк: 2
ОКПД2 код: 17.12.14.190, Количество строк: 2
ОКПД2 код: 11.02.12.139, Количество строк: 2
ОКПД2 код: 26.20.40.140, Количество строк: 2
ОКПД2 код: 29.31.21.120, Количество строк: 2
ОКПД2 код: 23.61.12.139, Количество строк: 2
ОКПД2 код: 20.16.59.240, Количество строк: 2
ОКПД2 код: 13.95.10.119, Количество строк: 2
ОКПД2 код: 25.73.30.170, Количество строк: 2
ОКПД2 код: 28.92.24.120, Количество строк: 2
ОКПД2 код: 26.20.15, Количество строк: 2
ОКПД2 код: 11.07.19.150, Количество строк: 2
ОКПД2 код: 23.61.11.190, Количество строк: 2
ОКПД2 код: 25.99.11.111, Количество строк: 2
ОКПД2 код: 28.14.20.114, Количество строк: 2
ОКПД2 код: 38.32.35.900, Количество строк: 2
ОКПД2 код: 25.71.14.120, Количество строк: 2
ОКПД2 код: 32.99.21.110, Количество строк: 2
ОКПД2 код: 25.73.40.140, Количество строк: 2
ОКПД2 код: 23.52.20.140, Количество строк: 2
ОКПД2 код: 25.73.40.120, Количество строк: 2
ОКПД2 код: 20.14.32.111, Количество строк: 2
ОКПД2 код: 10.51.11.121, Количество строк: 2
ОКПД2 код: 29.10.41.123, Количество строк: 2
ОКПД2 код: 32.30.14.116, Количество строк: 2
ОКПД2 код: 27.51.21.113, Количество строк: 2
ОКПД2 код: 26.20.40.114, Количество строк: 2
ОКПД2 код: 23.13.11.115, Количество строк: 2
ОКПД2 код: 22.23.19.131, Количество строк: 2
ОКПД2 код: 25.30.11.110, Количество строк: 2
ОКПД2 код: 25.73.40.194, Количество строк: 2
ОКПД2 код: 11.03.10.111, Количество строк: 2
ОКПД2 код: 10.51.40.120, Количество строк: 2
ОКПД2 код: 13.20.11.129, Количество строк: 2
ОКПД2 код: 13.92.12.160, Количество строк: 2
ОКПД2 код: 10.84.22.110, Количество строк: 2
ОКПД2 код: 32.40.11.153, Количество строк: 2
ОКПД2 код: 10.62.11.110, Количество строк: 2
ОКПД2 код: 10.81.12, Количество строк: 2
ОКПД2 код: 20.16.52.190, Количество строк: 2
ОКПД2 код: 10.51.56.150, Количество строк: 2
ОКПД2 код: 26.51.43.177, Количество строк: 2
ОКПД2 код: 20.14.33.481, Количество строк: 2
ОКПД2 код: 10.72.11.140, Количество строк: 2
ОКПД2 код: 14.12.30.140, Количество строк: 2
ОКПД2 код: 10.82.23.129, Количество строк: 2
ОКПД2 код: 10.32.29.000, Количество строк: 2
ОКПД2 код: 08.99.29.260, Количество строк: 2
ОКПД2 код: 14.31.10.219, Количество строк: 2
ОКПД2 код: 13.92.22.152, Количество строк: 2
ОКПД2 код: 26.52.25.000, Количество строк: 1
ОКПД2 код: 32.99.11.192, Количество строк: 1
ОКПД2 код: 62.01.29.000, Количество строк: 1
ОКПД2 код: 11.02.11.130, Количество строк: 1
ОКПД2 код: 10.89.15.119, Количество строк: 1
ОКПД2 код: 10.61.22.110, Количество строк: 1
ОКПД2 код: 32.40.20.122, Количество строк: 1
ОКПД2 код: 23.12.13.119, Количество строк: 1
ОКПД2 код: 10.51.30.110, Количество строк: 1
ОКПД2 код: 20.59.60.112, Количество строк: 1
ОКПД2 код: 24.42.22.135, Количество строк: 1
ОКПД2 код: 22.19.30.137, Количество строк: 1
ОКПД2 код: 10.39.17.190, Количество строк: 1
ОКПД2 код: 19.20.27.111, Количество строк: 1
ОКПД2 код: 23.69.1, Количество строк: 1
ОКПД2 код: 27.51.15.120, Количество строк: 1
ОКПД2 код: 25.99.11.132, Количество строк: 1
ОКПД2 код: 28.93.15.133, Количество строк: 1
ОКПД2 код: 10.82.23.163, Количество строк: 1
ОКПД2 код: 10.82.22.135, Количество строк: 1
ОКПД2 код: 26.60.12.120, Количество строк: 1
ОКПД2 код: 20.59.42.110, Количество строк: 1
ОКПД2 код: 19.20.42.123, Количество строк: 1
ОКПД2 код: 20.59.54.190, Количество строк: 1
ОКПД2 код: 05.10.10.136, Количество строк: 1
ОКПД2 код: 05.10.10.132, Количество строк: 1
ОКПД2 код: 08.92.10.121, Количество строк: 1
ОКПД2 код: 24.10.62.110, Количество строк: 1
ОКПД2 код: 24.10.75.112, Количество строк: 1
ОКПД2 код: 24.10.62.211, Количество строк: 1
ОКПД2 код: 24.10.65.111, Количество строк: 1
ОКПД2 код: 25.94.11.154, Количество строк: 1
ОКПД2 код: 38.32.39.000, Количество строк: 1
ОКПД2 код: 08.99.29.140, Количество строк: 1
ОКПД2 код: 25.94.13.122, Количество строк: 1
ОКПД2 код: 24.45.30.184, Количество строк: 1
ОКПД2 код: 20.13.43.195, Количество строк: 1
ОКПД2 код: 24.45.30.161, Количество строк: 1
ОКПД2 код: 20.13.51.114, Количество строк: 1
ОКПД2 код: 24.41.30.122, Количество строк: 1
ОКПД2 код: 20.13.51.121, Количество строк: 1
ОКПД2 код: 24.45.30.353, Количество строк: 1
ОКПД2 код: 38.32.29.220, Количество строк: 1
ОКПД2 код: 38.32.24.110, Количество строк: 1
ОКПД2 код: 38.32.29.150, Количество строк: 1
ОКПД2 код: 38.32.21.132, Количество строк: 1
ОКПД2 код: 24.44.21.110, Количество строк: 1
ОКПД2 код: 24.42.26.120, Количество строк: 1
ОКПД2 код: 24.43.21.120, Количество строк: 1
ОКПД2 код: 24.41.10.130, Количество строк: 1
ОКПД2 код: 32.12.14.112, Количество строк: 1
ОКПД2 код: 08.91.19.130, Количество строк: 1
ОКПД2 код: 20.11.11.110, Количество строк: 1
ОКПД2 код: 20.13.43.192, Количество строк: 1
ОКПД2 код: 20.13.25.115, Количество строк: 1
ОКПД2 код: 20.15.32.000, Количество строк: 1
ОКПД2 код: 20.13.32.120, Количество строк: 1
ОКПД2 код: 20.13.32.130, Количество строк: 1
ОКПД2 код: 20.59.52.130, Количество строк: 1
ОКПД2 код: 20.13.41.110, Количество строк: 1
ОКПД2 код: 20.13.51.111, Количество строк: 1
ОКПД2 код: 08.99.29.130, Количество строк: 1
ОКПД2 код: 32.12.14.119, Количество строк: 1
ОКПД2 код: 20.15.39.000, Количество строк: 1
ОКПД2 код: 20.15.41.000, Количество строк: 1
ОКПД2 код: 20.15.71.000, Количество строк: 1
ОКПД2 код: 20.16.52.120, Количество строк: 1
ОКПД2 код: 22.23.19.111, Количество строк: 1
ОКПД2 код: 28.29.86.000, Количество строк: 1
ОКПД2 код: 20.17.10.171, Количество строк: 1
ОКПД2 код: 20.30.22.234, Количество строк: 1
ОКПД2 код: 20.41.31.210, Количество строк: 1
ОКПД2 код: 20.30.11.110, Количество строк: 1
ОКПД2 код: 20.14.19.120, Количество строк: 1
ОКПД2 код: 20.14.41.110, Количество строк: 1
ОКПД2 код: 20.14.12.131, Количество строк: 1
ОКПД2 код: 20.14.61.000, Количество строк: 1
ОКПД2 код: 20.14.24.112, Количество строк: 1
ОКПД2 код: 20.14.33.131, Количество строк: 1
ОКПД2 код: 20.14.63.110, Количество строк: 1
ОКПД2 код: 20.14.72.000, Количество строк: 1
ОКПД2 код: 20.12.21.113, Количество строк: 1
ОКПД2 код: 20.14.12.214, Количество строк: 1
ОКПД2 код: 20.14.33.311, Количество строк: 1
ОКПД2 код: 20.59.52.193, Количество строк: 1
ОКПД2 код: 28.92.40.122, Количество строк: 1
ОКПД2 код: 25.40.12.314, Количество строк: 1
ОКПД2 код: 32.99.11.180, Количество строк: 1
ОКПД2 код: 20.42.15.150, Количество строк: 1
ОКПД2 код: 28.22.17.121, Количество строк: 1
ОКПД2 код: 28.22.17.116, Количество строк: 1
ОКПД2 код: 28.22.17.115, Количество строк: 1
ОКПД2 код: 28.22.19.120, Количество строк: 1
ОКПД2 код: 30.20.13.111, Количество строк: 1
ОКПД2 код: 30.20.33.114, Количество строк: 1
ОКПД2 код: 27.32.14.140, Количество строк: 1
ОКПД2 код: 27.40.25.122, Количество строк: 1
ОКПД2 код: 27.40.15.113, Количество строк: 1
ОКПД2 код: 27.40.15.119, Количество строк: 1
ОКПД2 код: 28.25.11.119, Количество строк: 1
ОКПД2 код: 28.29.12.134, Количество строк: 1
ОКПД2 код: 28.29.12.137, Количество строк: 1
ОКПД2 код: 28.92.40.132, Количество строк: 1
ОКПД2 код: 28.13.12.110, Количество строк: 1
ОКПД2 код: 19.20.32.112, Количество строк: 1
ОКПД2 код: 25.29.12.191, Количество строк: 1
ОКПД2 код: 28.21.11.113, Количество строк: 1
ОКПД2 код: 28.14.20.310, Количество строк: 1
ОКПД2 код: 28.14.20.220, Количество строк: 1
ОКПД2 код: 28.49.12.114, Количество строк: 1
ОКПД2 код: 25.73.40.154, Количество строк: 1
ОКПД2 код: 25.73.40.273, Количество строк: 1
ОКПД2 код: 25.73.40.193, Количество строк: 1
ОКПД2 код: 25.73.40.210, Количество строк: 1
ОКПД2 код: 25.73.30.152, Количество строк: 1
ОКПД2 код: 28.49.23.193, Количество строк: 1
ОКПД2 код: 25.73.50.120, Количество строк: 1
ОКПД2 код: 26.20.16.110, Количество строк: 1
ОКПД2 код: 28.12.11.115, Количество строк: 1
ОКПД2 код: 28.15.24.132, Количество строк: 1
ОКПД2 код: 28.15.21.112, Количество строк: 1
ОКПД2 код: 26.51.43.139, Количество строк: 1
ОКПД2 код: 28.23.11.110, Количество строк: 1
ОКПД2 код: 28.23.21.120, Количество строк: 1
ОКПД2 код: 26.51.62.140, Количество строк: 1
ОКПД2 код: 28.29.31.130, Количество строк: 1
ОКПД2 код: 26.51.31.000, Количество строк: 1
ОКПД2 код: 26.51.66.132, Количество строк: 1
ОКПД2 код: 26.51.51.130, Количество строк: 1
ОКПД2 код: 26.51.12.150, Количество строк: 1
ОКПД2 код: 28.99.11.112, Количество строк: 1
ОКПД2 код: 26.51.41.140, Количество строк: 1
ОКПД2 код: 26.70.22.130, Количество строк: 1
ОКПД2 код: 26.51.53.171, Количество строк: 1
ОКПД2 код: 28.15.10.127, Количество строк: 1
ОКПД2 код: 28.30.23.120, Количество строк: 1
ОКПД2 код: 28.30.21.110, Количество строк: 1
ОКПД2 код: 28.30.32.150, Количество строк: 1
ОКПД2 код: 28.30.59.114, Количество строк: 1
ОКПД2 код: 28.22.18.210, Количество строк: 1
ОКПД2 код: 28.30.52.000, Количество строк: 1
ОКПД2 код: 28.30.59.190, Количество строк: 1
ОКПД2 код: 28.22.17.190, Количество строк: 1
ОКПД2 код: 28.92.30.140, Количество строк: 1
ОКПД2 код: 28.92.30.110, Количество строк: 1
ОКПД2 код: 28.22.14.151, Количество строк: 1
ОКПД2 код: 23.42.10.140, Количество строк: 1
ОКПД2 код: 58.11.30.140, Количество строк: 1
ОКПД2 код: 28.29.84.000, Количество строк: 1
ОКПД2 код: 28.99.11.115, Количество строк: 1
ОКПД2 код: 25.11.22.120, Количество строк: 1
ОКПД2 код: 25.29.11.130, Количество строк: 1
ОКПД2 код: 24.42.22.130, Количество строк: 1
ОКПД2 код: 02.20.11.111, Количество строк: 1
ОКПД2 код: 02.20.12.114, Количество строк: 1
ОКПД2 код: 16.10.23.111, Количество строк: 1
ОКПД2 код: 02.20.12.190, Количество строк: 1
ОКПД2 код: 02.20.14.117, Количество строк: 1
ОКПД2 код: 16.10.10.142, Количество строк: 1
ОКПД2 код: 16.10.23.120, Количество строк: 1
ОКПД2 код: 17.12.11.120, Количество строк: 1
ОКПД2 код: 17.12.14.179, Количество строк: 1
ОКПД2 код: 17.12.14.141, Количество строк: 1
ОКПД2 код: 17.12.14.145, Количество строк: 1
ОКПД2 код: 17.12.43.111, Количество строк: 1
ОКПД2 код: 17.12.43.122, Количество строк: 1
ОКПД2 код: 17.23.11.110, Количество строк: 1
ОКПД2 код: 17.12.60.190, Количество строк: 1
ОКПД2 код: 26.12.30.140, Количество строк: 1
ОКПД2 код: 17.22.13.120, Количество строк: 1
ОКПД2 код: 20.51.20.120, Количество строк: 1
ОКПД2 код: 31.09.13.144, Количество строк: 1
ОКПД2 код: 22.29.26.119, Количество строк: 1
ОКПД2 код: 23.99.13.111, Количество строк: 1
ОКПД2 код: 08.12.22.115, Количество строк: 1
ОКПД2 код: 23.61.12.115, Количество строк: 1
ОКПД2 код: 23.61.12.121, Количество строк: 1
ОКПД2 код: 23.61.12.132, Количество строк: 1
ОКПД2 код: 23.61.12.177, Количество строк: 1
ОКПД2 код: 23.19.12.111, Количество строк: 1
ОКПД2 код: 23.19.12.160, Количество строк: 1
ОКПД2 код: 26.40.52.000, Количество строк: 1
ОКПД2 код: 27.33.11.190, Количество строк: 1
ОКПД2 код: 26.11.22.119, Количество строк: 1
ОКПД2 код: 26.11.22.200, Количество строк: 1
ОКПД2 код: 26.11.22.290, Количество строк: 1
ОКПД2 код: 25.99.29.110, Количество строк: 1
ОКПД2 код: 25.99.26.000, Количество строк: 1
ОКПД2 код: 25.30.22.149, Количество строк: 1
ОКПД2 код: 28.22.11.190, Количество строк: 1
ОКПД2 код: 20.51.11.000, Количество строк: 1
ОКПД2 код: 30.11.50.190, Количество строк: 1
ОКПД2 код: 13.10.22.000, Количество строк: 1
ОКПД2 код: 13.96.16.140, Количество строк: 1
ОКПД2 код: 13.20.13.123, Количество строк: 1
ОКПД2 код: 13.92.16.112, Количество строк: 1
ОКПД2 код: 13.20.12.124, Количество строк: 1
ОКПД2 код: 13.20.12.119, Количество строк: 1
ОКПД2 код: 13.20.12.190, Количество строк: 1
ОКПД2 код: 14.14.12.130, Количество строк: 1
ОКПД2 код: 14.14.12.120, Количество строк: 1
ОКПД2 код: 14.31.10.232, Количество строк: 1
ОКПД2 код: 14.13.32.110, Количество строк: 1
ОКПД2 код: 13.92.12.131, Количество строк: 1
ОКПД2 код: 13.92.12.129, Количество строк: 1
ОКПД2 код: 15.20.40.120, Количество строк: 1
ОКПД2 код: 14.20.10.452, Количество строк: 1
ОКПД2 код: 14.20.10.440, Количество строк: 1
ОКПД2 код: 14.19.43.113, Количество строк: 1
ОКПД2 код: 14.20.10.654, Количество строк: 1
ОКПД2 код: 13.10.50.243, Количество строк: 1
ОКПД2 код: 13.10.82.111, Количество строк: 1
ОКПД2 код: 10.71.11.122, Количество строк: 1
ОКПД2 код: 10.71.11.173, Количество строк: 1
ОКПД2 код: 10.82.23.126, Количество строк: 1
ОКПД2 код: 10.82.23.148, Количество строк: 1
ОКПД2 код: 10.82.23.152, Количество строк: 1
ОКПД2 код: 10.82.23.161, Количество строк: 1
ОКПД2 код: 10.82.23.230, Количество строк: 1
ОКПД2 код: 10.71.12.125, Количество строк: 1
ОКПД2 код: 10.41.59.126, Количество строк: 1
ОКПД2 код: 10.41.21.120, Количество строк: 1
ОКПД2 код: 10.41.56.110, Количество строк: 1
ОКПД2 код: 10.41.27.000, Количество строк: 1
ОКПД2 код: 10.42.10.143, Количество строк: 1
ОКПД2 код: 20.41.32.123, Количество строк: 1
ОКПД2 код: 10.41.41.123, Количество строк: 1
ОКПД2 код: 20.42.11.130, Количество строк: 1
ОКПД2 код: 10.39.18.130, Количество строк: 1
ОКПД2 код: 10.39.25.132, Количество строк: 1
ОКПД2 код: 10.39.25.139, Количество строк: 1
ОКПД2 код: 01.25.19.190, Количество строк: 1
ОКПД2 код: 11.02.12.190, Количество строк: 1
ОКПД2 код: 11.01.10.229, Количество строк: 1
ОКПД2 код: 11.01.10.790, Количество строк: 1
ОКПД2 код: 20.14.74.140, Количество строк: 1
ОКПД2 код: 11.01.10.720, Количество строк: 1
ОКПД2 код: 11.01.10.750, Количество строк: 1
ОКПД2 код: 11.06.10.110, Количество строк: 1
ОКПД2 код: 10.62.11.150, Количество строк: 1
ОКПД2 код: 10.62.11.140, Количество строк: 1
ОКПД2 код: 10.62.11.190, Количество строк: 1
ОКПД2 код: 10.62.13.114, Количество строк: 1
ОКПД2 код: 10.12.20.110, Количество строк: 1
ОКПД2 код: 10.11.39.110, Количество строк: 1
ОКПД2 код: 10.11.16.110, Количество строк: 1
ОКПД2 код: 10.11.20.150, Количество строк: 1
ОКПД2 код: 10.13.14.115, Количество строк: 1
ОКПД2 код: 10.13.14.129, Количество строк: 1
ОКПД2 код: 10.13.14.617, Количество строк: 1
ОКПД2 код: 10.13.14.515, Количество строк: 1
ОКПД2 код: 10.13.15.199, Количество строк: 1
ОКПД2 код: 10.13.14.514, Количество строк: 1
ОКПД2 код: 10.13.15.115, Количество строк: 1
ОКПД2 код: 10.13.15.114, Количество строк: 1
ОКПД2 код: 10.51.30.112, Количество строк: 1
ОКПД2 код: 10.51.30.300, Количество строк: 1
ОКПД2 код: 10.51.56.130, Количество строк: 1
ОКПД2 код: 10.51.12.119, Количество строк: 1
ОКПД2 код: 10.51.56.243, Количество строк: 1
ОКПД2 код: 10.51.56.260, Количество строк: 1
ОКПД2 код: 10.51.40.173, Количество строк: 1
ОКПД2 код: 10.51.40.174, Количество строк: 1
ОКПД2 код: 10.51.51.132, Количество строк: 1
ОКПД2 код: 10.52.10.121, Количество строк: 1
ОКПД2 код: 03.11.12.119, Количество строк: 1
ОКПД2 код: 03.11.12.164, Количество строк: 1
ОКПД2 код: 03.11.12.143, Количество строк: 1
ОКПД2 код: 03.11.12.198, Количество строк: 1
ОКПД2 код: 03.11.12.113, Количество строк: 1
ОКПД2 код: 03.11.42.120, Количество строк: 1
ОКПД2 код: 03.11.63.190, Количество строк: 1
ОКПД2 код: 03.12.20.135, Количество строк: 1
ОКПД2 код: 03.12.12.124, Количество строк: 1
ОКПД2 код: 03.11.12.199, Количество строк: 1
ОКПД2 код: 03.12.12.144, Количество строк: 1
ОКПД2 код: 03.12.20.152, Количество строк: 1
ОКПД2 код: 03.12.20.194, Количество строк: 1
ОКПД2 код: 03.12.20.133, Количество строк: 1
ОКПД2 код: 03.12.20.198, Количество строк: 1
ОКПД2 код: 03.22.20.330, Количество строк: 1
ОКПД2 код: 03.12.20.159, Количество строк: 1
ОКПД2 код: 03.12.20.131, Количество строк: 1
ОКПД2 код: 03.12.20.196, Количество строк: 1
ОКПД2 код: 10.20.11.111, Количество строк: 1
ОКПД2 код: 10.20.24.111, Количество строк: 1
ОКПД2 код: 10.20.24.121, Количество строк: 1
ОКПД2 код: 10.20.24.123, Количество строк: 1
ОКПД2 код: 03.11.42.150, Количество строк: 1
ОКПД2 код: 03.11.30.140, Количество строк: 1
ОКПД2 код: 10.20.23.112, Количество строк: 1
ОКПД2 код: 10.20.34.110, Количество строк: 1
ОКПД2 код: 10.20.13.121, Количество строк: 1
ОКПД2 код: 10.11.60.150, Количество строк: 1
ОКПД2 код: 10.61.21.111, Количество строк: 1
ОКПД2 код: 10.61.21.114, Количество строк: 1
ОКПД2 код: 10.61.22.190, Количество строк: 1
ОКПД2 код: 10.61.32.111, Количество строк: 1
ОКПД2 код: 10.91.10.183, Количество строк: 1
ОКПД2 код: 10.91.10.189, Количество строк: 1
ОКПД2 код: 10.91.10.210, Количество строк: 1
ОКПД2 код: 20.14.32.123, Количество строк: 1
ОКПД2 код: 21.20.10.112, Количество строк: 1
ОКПД2 код: 21.20.10.133, Количество строк: 1
ОКПД2 код: 21.20.10.251, Количество строк: 1
ОКПД2 код: 21.20.10.211, Количество строк: 1
ОКПД2 код: 21.10.54.160, Количество строк: 1
ОКПД2 код: 21.20.10.153, Количество строк: 1
ОКПД2 код: 21.20.10.240, Количество строк: 1
ОКПД2 код: 21.20.10.156, Количество строк: 1
ОКПД2 код: 21.20.10.255, Количество строк: 1
ОКПД2 код: 21.20.21.122, Количество строк: 1
ОКПД2 код: 21.20.21.125, Количество строк: 1
ОКПД2 код: 21.20.21.131, Количество строк: 1
ОКПД2 код: 32.50.22.129, Количество строк: 1
ОКПД2 код: 32.50.42.110, Количество строк: 1
ОКПД2 код: 32.50.12.190, Количество строк: 1
ОКПД2 код: 17.23.12.120, Количество строк: 1
ОКПД2 код: 32.30.15.118, Количество строк: 1
ОКПД2 код: 32.30.15.130, Количество строк: 1
ОКПД2 код: 32.30.15.150, Количество строк: 1
ОКПД2 код: 32.20.11.130, Количество строк: 1
ОКПД2 код: 32.20.13.162, Количество строк: 1
ОКПД2 код: 32.20.13.161, Количество строк: 1
ОКПД2 код: 32.20.13.163, Количество строк: 1
ОКПД2 код: 32.20.13.164, Количество строк: 1
ОКПД2 код: 32.20.13.166, Количество строк: 1
ОКПД2 код: 32.20.13.173, Количество строк: 1
ОКПД2 код: 32.20.12.124, Количество строк: 1
ОКПД2 код: 32.20.20.120, Количество строк: 1
ОКПД2 код: 32.20.16.140, Количество строк: 1
ОКПД2 код: 32.40.39.234, Количество строк: 1
ОКПД2 код: 32.40.39.143, Количество строк: 1
ОКПД2 код: 32.40.11.131, Количество строк: 1
ОКПД2 код: 32.40.39.222, Количество строк: 1
ОКПД2 код: 32.40.39.215, Количество строк: 1
ОКПД2 код: 32.40.39.252, Количество строк: 1
ОКПД2 код: 32.40.11.170, Количество строк: 1
ОКПД2 код: 32.40.39.114, Количество строк: 1
ОКПД2 код: 28.13.31.120, Количество строк: 1
ОКПД2 код: 32.30.16.150, Количество строк: 1
ОКПД2 код: 23.13.13.132, Количество строк: 1
ОКПД2 код: 27.40.21.110, Количество строк: 1
ОКПД2 код: 32.99.56.140, Количество строк: 1
ОКПД2 код: 32.99.56.164, Количество строк: 1
ОКПД2 код: 32.99.56.165, Количество строк: 1
ОКПД2 код: 01.11.33.111, Количество строк: 1
ОКПД2 код: 01.11.73.120, Количество строк: 1
ОКПД2 код: 01.11.20.141, Количество строк: 1
ОКПД2 код: 01.13.51.110, Количество строк: 1
ОКПД2 код: 01.13.12.110, Количество строк: 1
ОКПД2 код: 01.13.12.130, Количество строк: 1
ОКПД2 код: 01.13.12.140, Количество строк: 1
ОКПД2 код: 01.13.41.120, Количество строк: 1
ОКПД2 код: 01.13.43.120, Количество строк: 1
ОКПД2 код: 01.13.44.000, Количество строк: 1
ОКПД2 код: 01.13.43.190, Количество строк: 1
ОКПД2 код: 01.13.42.000, Количество строк: 1
ОКПД2 код: 01.13.31.000, Количество строк: 1
ОКПД2 код: 01.13.11.000, Количество строк: 1
ОКПД2 код: 01.13.17.000, Количество строк: 1
ОКПД2 код: 01.13.60.130, Количество строк: 1
ОКПД2 код: 01.13.60.140, Количество строк: 1
ОКПД2 код: 01.13.60.160, Количество строк: 1
ОКПД2 код: 01.13.21.000, Количество строк: 1
ОКПД2 код: 01.13.29.000, Количество строк: 1
ОКПД2 код: 01.13.39.130, Количество строк: 1
ОКПД2 код: 01.30.10.122, Количество строк: 1
ОКПД2 код: 01.28.19.000, Количество строк: 1
ОКПД2 код: 01.19.21.120, Количество строк: 1
ОКПД2 код: 01.19.21.130, Количество строк: 1
ОКПД2 код: 03.22.30.110, Количество строк: 1
ОКПД2 код: 02.10.11.292, Количество строк: 1
ОКПД2 код: 02.10.12.112, Количество строк: 1
ОКПД2 код: 02.30.40.110, Количество строк: 1
ОКПД2 код: 02.10.30.000, Количество строк: 1
ОКПД2 код: 01.25.13.000, Количество строк: 1
ОКПД2 код: 01.23.11.000, Количество строк: 1
ОКПД2 код: 01.25.90.130, Количество строк: 1
ОКПД2 код: 01.23.12.000, Количество строк: 1
ОКПД2 код: 01.30.10.149, Количество строк: 1
ОКПД2 код: 02.10.11.112, Количество строк: 1
ОКПД2 код: 02.10.11.122, Количество строк: 1
ОКПД2 код: 02.10.11.152, Количество строк: 1
ОКПД2 код: 02.10.11.262, Количество строк: 1
ОКПД2 код: 01.47.12.110, Количество строк: 1
ОКПД2 код: 01.47.11.310, Количество строк: 1
ОКПД2 код: 20.14.22.111, Количество строк: 1
ОКПД2 код: 23.20.11.190, Количество строк: 1
ОКПД2 код: 28.30.83.120, Количество строк: 1
ОКПД2 код: 28.99.11.153, Количество строк: 1
ОКПД2 код: 28.22.11.119, Количество строк: 1
ОКПД2 код: 19.20.29.180, Количество строк: 1
ОКПД2 код: 28.94.51.120, Количество строк: 1
ОКПД2 код: 10.84.12.110, Количество строк: 1
ОКПД2 код: 11.01.10.171, Количество строк: 1
ОКПД2 код: 21.20.10.230, Количество строк: 1
ОКПД2 код: 32.99.56.123, Количество строк: 1
ОКПД2 код: 17.12.14.174, Количество строк: 1
ОКПД2 код: 28.22.18.220, Количество строк: 1
ОКПД2 код: 25.94.12.144, Количество строк: 1
ОКПД2 код: 16.21.12.119, Количество строк: 1
ОКПД2 код: 22.21.21.122, Количество строк: 1
ОКПД2 код: 11.01.10.214, Количество строк: 1
ОКПД2 код: 23.12.12.111, Количество строк: 1
ОКПД2 код: 13.92.12.149, Количество строк: 1
ОКПД2 код: 28.12.11.122, Количество строк: 1
ОКПД2 код: 17.12.14.150, Количество строк: 1
ОКПД2 код: 13.10.71.113, Количество строк: 1
ОКПД2 код: 10.89.11.112, Количество строк: 1
ОКПД2 код: 32.20.14.110, Количество строк: 1
ОКПД2 код: 14.19.19.113, Количество строк: 1
ОКПД2 код: 23.41.13.110, Количество строк: 1
ОКПД2 код: 28.93.13.143, Количество строк: 1
ОКПД2 код: 32.20.12.190, Количество строк: 1
ОКПД2 код: 23.61.11.132, Количество строк: 1
ОКПД2 код: 16.10.32.123, Количество строк: 1
ОКПД2 код: 23.99.13.123, Количество строк: 1
ОКПД2 код: 27.40.15.140, Количество строк: 1
ОКПД2 код: 30.20.20.113, Количество строк: 1
ОКПД2 код: 20.42.19.130, Количество строк: 1
ОКПД2 код: 10.82.22.122, Количество строк: 1
ОКПД2 код: 26.20.17.120, Количество строк: 1
ОКПД2 код: 32.40.20.131, Количество строк: 1
ОКПД2 код: 13.92.12.140, Количество строк: 1
ОКПД2 код: 20.13.13.120, Количество строк: 1
ОКПД2 код: 26.51.43.144, Количество строк: 1
ОКПД2 код: 10.12.10.140, Количество строк: 1
ОКПД2 код: 28.25.14.125, Количество строк: 1
ОКПД2 код: 32.40.20.112, Количество строк: 1
ОКПД2 код: 25.99.21.112, Количество строк: 1
ОКПД2 код: 21.20.24.130, Количество строк: 1
ОКПД2 код: 29.20.21.120, Количество строк: 1
ОКПД2 код: 27.51.21.120, Количество строк: 1
ОКПД2 код: 30.20.11.110, Количество строк: 1
ОКПД2 код: 20.17.10.210, Количество строк: 1
